step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,0.001,0.0125,3.491,4.566,1.269,58.9,2.0
1,0.0002,0.0124,1.623,0.0,2.602,58.9,2.0
2,-0.0001,0.0125,1.183,1.752,0.0,58.9,2.0
3,0.0001,0.0125,0.714,0.0,0.0,58.9,2.0
4,0.0001,0.0125,0.714,0.0,0.0,58.9,2.0
5,0.0001,0.0125,1.036,0.427,0.338,58.9,2.0
6,0.0001,0.0125,1.169,0.51,0.432,58.9,2.0
7,0.0001,0.0125,1.284,0.56,0.564,58.9,2.0
8,0.0001,0.0125,1.349,0.628,0.612,58.9,2.0
9,0.0001,0.0125,1.405,0.701,0.656,58.9,2.0
10,0.0001,0.0125,1.463,0.769,0.709,58.9,2.0
11,0.0001,0.0125,1.518,0.834,0.762,58.9,2.0
12,0.0001,0.0125,1.57,0.896,0.814,58.9,2.0
13,0.0001,0.0125,1.618,0.955,0.863,58.9,2.0
14,0.0001,0.0125,1.66,1.009,0.912,58.9,2.0
15,0.0001,0.0125,1.696,1.061,0.955,58.9,2.0
16,0.0002,0.0125,1.727,1.108,0.997,58.9,2.0
17,0.0002,0.0125,1.752,1.153,1.035,58.9,2.0
18,0.0002,0.0125,1.773,1.19,1.074,58.9,2.0
19,0.0002,0.0125,1.788,1.226,1.106,58.9,2.0
20,0.0002,0.0125,1.797,1.255,1.134,58.9,2.0
21,0.0002,0.0125,1.802,1.28,1.162,58.9,2.0
22,0.0002,0.0125,1.801,1.305,1.182,58.9,2.0
23,0.0002,0.0125,1.795,1.325,1.198,58.9,2.0
24,-0.0042,0.0154,1.143,0.667,0.666,58.9,2.0
25,-0.0069,0.0241,1.259,0.778,0.543,58.9,2.0
26,-0.0065,0.0353,1.294,0.871,0.473,58.9,2.0
27,-0.006,0.0473,1.443,0.995,0.494,58.9,2.0
28,-0.0056,0.0596,1.507,1.04,0.513,58.9,2.0
29,-0.0051,0.0721,1.534,1.059,0.521,58.9,2.0
30,-0.0046,0.0845,1.544,1.059,0.529,58.9,2.0
31,-0.0042,0.097,1.552,1.069,0.528,58.9,2.0
32,-0.0032,0.1062,2.559,1.946,0.732,58.9,2.0
33,-0.0024,0.1098,2.298,1.551,0.754,58.9,2.0
34,-0.0019,0.1111,1.92,1.258,0.682,58.9,2.0
35,-0.0015,0.1116,1.73,1.12,0.631,58.9,2.0
36,-0.0012,0.1117,1.648,1.066,0.605,58.9,2.0
37,-0.001,0.1118,1.614,1.044,0.593,58.9,2.0
38,-0.0007,0.1118,1.601,1.035,0.589,58.9,2.0
39,-0.0004,0.1118,1.596,1.032,0.586,58.9,2.0
40,-0.0002,0.1118,1.594,1.031,0.585,58.9,2.0
41,0.0001,0.1118,1.593,1.031,0.584,58.9,2.0
