step,cos,z,f_thumb,f_index,f_middle,clearance_mm,act_absmax
0,-0.0,0.0125,0.847,0.0,0.0,59.77,2.0
1,-0.0,0.0125,0.0,0.0,0.0,59.79,2.0
2,-0.0,0.0125,0.0,0.0,0.0,59.81,2.0
3,-0.0,0.0125,0.0,0.0,0.0,59.82,2.0
4,-0.0,0.0125,0.0,0.0,0.0,59.84,2.0
5,0.0,0.0125,0.0,0.0,0.0,59.86,2.0
6,-0.0,0.0125,0.553,0.541,0.0,59.87,2.0
7,-0.0,0.0125,0.628,0.592,0.0,59.89,2.0
8,0.0,0.0125,0.853,0.55,0.42,59.91,2.0
9,0.0,0.0125,0.923,0.604,0.486,59.91,2.0
10,0.0,0.0125,0.99,0.672,0.541,59.91,2.0
11,0.0,0.0125,1.047,0.736,0.592,59.91,2.0
12,0.0,0.0125,1.101,0.797,0.641,59.91,2.0
13,0.0002,0.0125,1.206,0.925,0.722,59.91,2.0
14,0.0001,0.0125,1.219,0.918,0.753,59.91,2.0
15,0.0001,0.0125,1.24,0.965,0.771,59.92,2.0
16,0.0001,0.0125,1.267,1.005,0.807,59.92,2.0
17,0.0001,0.0125,1.295,1.042,0.844,59.92,2.0
18,0.0001,0.0125,1.319,1.072,0.879,59.92,2.0
19,0.0,0.0125,1.34,1.092,0.914,59.92,2.0
20,0.0,0.0125,1.357,1.1,0.948,59.92,2.0
21,-0.0,0.0125,1.37,1.097,0.982,59.92,2.0
22,-0.0001,0.0125,1.379,1.08,1.017,59.92,2.0
23,-0.0004,0.0125,1.455,0.608,1.358,59.92,2.0
24,0.0013,0.0157,1.091,0.513,0.634,59.92,2.0
25,0.0003,0.0245,1.296,0.553,0.752,59.94,2.0
26,0.0001,0.0357,1.308,0.542,0.761,59.93,2.0
27,-0.0001,0.0477,1.383,0.584,0.791,59.93,2.0
28,-0.0003,0.06,1.441,0.614,0.819,59.93,2.0
29,-0.0005,0.0724,1.47,0.628,0.835,59.93,2.0
30,-0.0008,0.0849,1.483,0.634,0.842,59.93,2.0
31,-0.001,0.0974,1.488,0.637,0.844,59.93,2.0
32,-0.0014,0.1066,2.399,0.984,1.435,59.95,2.0
33,-0.0021,0.1101,2.204,0.964,1.24,59.97,2.0
34,-0.0025,0.1114,1.847,0.828,1.02,59.98,2.0
35,-0.0028,0.1119,1.663,0.753,0.914,59.99,2.0
36,-0.0029,0.1121,1.59,0.775,0.824,59.99,2.0
37,-0.003,0.1121,1.561,0.769,0.801,59.99,2.0
38,-0.003,0.1121,1.55,0.768,0.791,59.99,2.0
39,-0.003,0.1121,1.55,0.785,0.774,59.99,2.0
40,-0.003,0.1121,1.547,0.788,0.768,59.99,2.0
41,-0.0031,0.1121,1.544,0.784,0.769,59.99,2.0
42,-0.0031,0.1121,1.543,0.786,0.767,59.99,2.0
43,-0.003,0.1121,1.543,0.791,0.762,59.99,2.0
44,-0.0031,0.1121,1.543,0.792,0.761,59.99,2.0
45,-0.003,0.1121,1.543,0.798,0.754,59.99,2.0
